frozenset({'813'}),422
frozenset({'558'}),957
frozenset({'622'}),826
frozenset({'520'}),472
frozenset({'142'}),454
frozenset({'650'}),281
frozenset({'858'}),866
frozenset({'412'}),517
frozenset({'196'}),2096
frozenset({'585'}),856
frozenset({'125'}),1287
frozenset({'437'}),314
frozenset({'678'}),1329
frozenset({'568'}),956
frozenset({'334'}),2146
frozenset({'546'}),1050
frozenset({'114'}),816
frozenset({'601'}),299
frozenset({'332'}),1861
frozenset({'831'}),852
frozenset({'916'}),306
frozenset({'413'}),2637
frozenset({'397'}),479
frozenset({'839'}),854
frozenset({'574'}),1297
frozenset({'85'}),1555
frozenset({'744'}),2177
frozenset({'261'}),362
frozenset({'614'}),3134
frozenset({'738'}),2129
frozenset({'296'}),2210
frozenset({'865'}),396
frozenset({'679'}),248
frozenset({'116'}),2193
frozenset({'242'}),2325
frozenset({'290'}),1793
frozenset({'82'}),674
frozenset({'272'}),659
frozenset({'961'}),474
frozenset({'55'}),1959
frozenset({'789'}),4309
frozenset({'670'}),243
frozenset({'653'}),2634
frozenset({'620'}),2100
frozenset({'373'}),2007
frozenset({'852'}),538
frozenset({'335'}),1345
frozenset({'575'}),240
frozenset({'193'}),925
frozenset({'527'}),1185
frozenset({'902'}),222
frozenset({'167'}),625
frozenset({'775'}),3771
frozenset({'376'}),362
frozenset({'496'}),1428
frozenset({'270'}),416
frozenset({'732'}),799
frozenset({'933'}),523
frozenset({'953'}),525
frozenset({'401'}),3667
frozenset({'733'}),1141
frozenset({'252'}),781
frozenset({'403'}),1722
frozenset({'753'}),578
frozenset({'797'}),2684
frozenset({'180'}),424
frozenset({'603'}),458
frozenset({'673'}),1635
frozenset({'977'}),270
frozenset({'283'}),4082
frozenset({'722'}),5845
frozenset({'525'}),609
frozenset({'949'}),1414
frozenset({'35'}),1984
frozenset({'844'}),2814
frozenset({'804'}),1315
frozenset({'550'}),1203
frozenset({'518'}),759
frozenset({'554'}),1114
frozenset({'126'}),1075
frozenset({'629'}),893
frozenset({'165'}),286
frozenset({'96'}),975
frozenset({'900'}),1165
frozenset({'752'}),2578
frozenset({'892'}),220
frozenset({'663'}),2354
frozenset({'934'}),510
frozenset({'294'}),1445
frozenset({'64'}),319
frozenset({'589'}),214
frozenset({'562'}),462
frozenset({'925'}),652
frozenset({'400'}),478
frozenset({'26'}),527
frozenset({'173'}),1080
frozenset({'639'}),1572
frozenset({'265'}),1359
frozenset({'755'}),392
frozenset({'367'}),158
frozenset({'477'}),2462
frozenset({'234'}),1416
frozenset({'456'}),804
frozenset({'714'}),347
frozenset({'560'}),382
frozenset({'557'}),587
frozenset({'480'}),2309
frozenset({'535'}),294
frozenset({'351'}),1641
frozenset({'638'}),2288
frozenset({'320'}),540
frozenset({'68'}),1601
frozenset({'828'}),542
frozenset({'46'}),543
frozenset({'37'}),1249
frozenset({'274'}),2628
frozenset({'914'}),4037
frozenset({'150'}),410
frozenset({'427'}),1856
frozenset({'801'}),835
frozenset({'529'}),7057
frozenset({'805'}),1789
frozenset({'266'}),1022
frozenset({'120'}),4973
frozenset({'73'}),2179
frozenset({'866'}),266
frozenset({'686'}),1495
frozenset({'671'}),433
frozenset({'843'}),1222
frozenset({'932'}),1786
frozenset({'461'}),1498
frozenset({'402'}),302
frozenset({'802'}),188
frozenset({'782'}),2767
frozenset({'743'}),194
